code,id_g2a,name,name_g2a,locality,station
525454,,"Résidence H.th.i:digitales","RESIDENCE H.TH.I:DIGITALES",Saint-Lary-Soulan,
888764,,"Résidence La Brigantine","RESIDENCE LA BRIGANTINE",Cogolin,
1024684,,"Résidence Belle Plage","RESIDENCE BELLE PLAGE","Port Leucate",
,,"Hôtel de la Rhune","HOTEL DE LA RHUNE",Ascain,
,,"Hôtel California","HOTEL CALIFORNIA","Le Lavandou",
494514,,"Résidence Bourgeon","RESIDENCE BOURGEON",Valmorel,
,,"Hôtel L'Oustaou","HOTEL L'OUSTAOU","Le Lavandou",
,,"Hotel Restaurant Bellevue","HOTEL RESTAURANT BELLEVUE",Bormes-les-Mimosas,
,,"Hôtel La Petite Bohème","HOTEL LA PETITE BOHEME","Le Lavandou",
,,"Mercure Thalasso  and  Spa Port Fréjus","MERCURE THALASSO  AND  SPA PORT FREJUS","Port de Fréjus -  Fréjus",
,,"Ibis Budget Fréjus St Raphaël FREJUS PLAGE","IBIS BUDGET FREJUS ST RAPHAEL FREJUS PLAGE",Fréjus,
558084,,"Résidence Ferme Du Moulin","RESIDENCE FERME DU MOULIN",Saint-Lary-Soulan,
368814,,"Résidence Les Cesaries","RESIDENCE LES CESARIES",Morzine,
,,"Hôtel d'Ossau","HOTEL D'OSSAU",Laruns,
,,"Hôtel Résidence Bergara","HOTEL RESIDENCE BERGARA",Souraïde,
,,"Hôtel Ilargi","HOTEL ILARGI",Ascain,
,,"Château d'Urtubie","CHATEAU D'URTUBIE",Urrugne,
,,Mosaikhotel,MOSAIKHOTEL,Saint-Jean-de-Luz,
808684,,"Résidence Terrasses D'azur 507","RESIDENCE TERRASSES D'AZUR 507","Isola 2000",
,,"Auberge du Rochasson","AUBERGE DU ROCHASSON","Risoul Village -  Risoul",
,,"Le Catalan","LE CATALAN",Banyuls-sur-Mer,
,,"Le Relais Des Trois Mas","LE RELAIS DES TROIS MAS",Collioure,
272174,,"Résidence Cheloup","RESIDENCE CHELOUP",Notre-Dame-de-Bellecombe,
,,"Hôtel de la Plage","HOTEL DE LA PLAGE",Sète,
,,"Château de Trigance","CHATEAU DE TRIGANCE",Trigance,
,,"Villa TerraMera Hôtel","VILLA TERRAMERA HOTEL","Le Lavandou",
,,"White 1921","WHITE 1921","Saint-Tropez City Centre -  Saint-Tropez",
,,"Hotel Le Grand Pavois","HOTEL LE GRAND PAVOIS","Le Lavandou",
,,"La Casa Mia","LA CASA MIA",Sainte-Maxime,
,,"Auberge De La Calanque","AUBERGE DE LA CALANQUE","Le Lavandou",
377934,,"Résidence Le Galaxy - C2","RESIDENCE LE GALAXY - C2","Les Gets",
589894,,"Résidence Régina","RESIDENCE REGINA",Sainte-Maxime,
737304,,"Résidence Les Rives","RESIDENCE LES RIVES","Tignes - Le Lac / Le Lavachet",
234694,,"Residence De La Plage","RESIDENCE DE LA PLAGE","Port Leucate",
,,Excelsior,EXCELSIOR,Saint-Raphaël,
,,"Hotel Les Tourelles","HOTEL LES TOURELLES","Sainte-Maxime City Centre -  Sainte-Maxime",
,,"Hotel La Bastide","HOTEL LA BASTIDE","Saint-Clair Beach -  Le Lavandou",
51964,,"Résidence Balcons D'Olympie","RESIDENCE BALCONS D'OLYMPIE","Les Ménuires",
,,"Hotel du Fronton","HOTEL DU FRONTON",Bidart,
,,"Mas De Chastelas","MAS DE CHASTELAS",Saint-Tropez,
,,"Lou Trelus","LOU TRELUS",Sainte-Maxime,
,,"Hôtel de Bonlieu","HOTEL DE BONLIEU","Centre-ville d'Annecy -  Annecy",
,,"ibis Styles Annecy Centre Gare","IBIS STYLES ANNECY CENTRE GARE",Annecy,
,,"Hotel Club Le Crêt","HOTEL CLUB LE CRET",Morzine,
,,"Domaine La Pinède Enchantée","DOMAINE LA PINEDE ENCHANTEE",Argelès-sur-Mer,
,,"Le Fanal","LE FANAL",Argelès-sur-Mer,
839304,,"Résidence Les Voroches","RESIDENCE LES VOROCHES",Morzine,
1018794,,"Résidence Hauts Du Sémaphore","RESIDENCE HAUTS DU SEMAPHORE",Sainte-Maxime,
,,"Hotel Le Revest","HOTEL LE REVEST","Sainte-Maxime City Centre -  Sainte-Maxime",
,,"Hotel L'Orangeraie","HOTEL L'ORANGERAIE","Le Lavandou",
,,"Hôtel de la Gare","HOTEL DE LA GARE",Pierrefitte-Nestalas,
,,"ibis budget Sète centre","IBIS BUDGET SETE CENTRE",Sète,
,,"Hôtel Les Castets d'Ayré","HOTEL LES CASTETS D'AYRE",Barèges,
,3733,"Hôtel Vallée Blanche","HOTEL VALLEE BLANCHE","Chamonix City Centre -  Chamonix-Mont-Blanc","VALLEE DE CHAMONIX"
752144,,"Résidence Les Carlines","RESIDENCE LES CARLINES","Les Orres",
,,"Roc Hotel","ROC HOTEL","Saint-Clair Beach -  Le Lavandou",
,,"Hôtel Restaurant le Saint Marc","HOTEL RESTAURANT LE SAINT MARC",Aups,
,1895,"Hôtel Céleste","HOTEL CELESTE",Luchon,"VALLEE DE LUCHON"
149315,8294,"Camping Sandaya Blue Bayou","CAMPING SANDAYA BLUE BAYOU",Vendres,"LA DOMITIENNE"
585744,,"Résidence Les Villageoises","RESIDENCE LES VILLAGEOISES","Le Barcarès",
1027064,,"Résidence Thuria Arc 1800","RESIDENCE THURIA ARC 1800","Arc 1800",
205648,,"Résidence L'arribau","RESIDENCE L'ARRIBAU","Pra Loup",
881364,,"Résidence Tour Du Lac","RESIDENCE TOUR DU LAC","Tignes - Le Lac / Le Lavachet",
209580,,"Résidence LE DAMIER","RESIDENCE LE DAMIER","La Plagne - Les Coches",
66103,,"Résidence Pierre  and  Vacances Atria-Crozats","RESIDENCE PIERRE  AND  VACANCES ATRIA-CROZATS",Avoriaz,
,,"Auberge Le Cabaliros","AUBERGE LE CABALIROS",Argelès-Gazost,
,,"Hôtel Galilée Windsor","HOTEL GALILEE WINDSOR",Lourdes,
,,"La Pinède Plage","LA PINEDE PLAGE","La Croix-Valmer",
,,"Hotel Byblos Saint-Tropez","HOTEL BYBLOS SAINT-TROPEZ","Saint-Tropez City Centre -  Saint-Tropez",
,,"Residence Le Suffren","RESIDENCE LE SUFFREN","Port Grimaud -  Grimaud",
239314,,"Résidence Dryades Hameau De La Vallee D'or","RESIDENCE DRYADES HAMEAU DE LA VALLEE D'OR",Valloire,
308524,,"Résidence Melezets","RESIDENCE MELEZETS",Valfréjus,
,,"Hôtel d'Angleterre","HOTEL D'ANGLETERRE",Arreau,
,,"Hotel Les Cavalets","HOTEL LES CAVALETS",Bauduen,
,,"Bel Ombra Hôtel","BEL OMBRA HOTEL",Bandol,
,,"Hôtel des Portes du Soleil","HOTEL DES PORTES DU SOLEIL","Les Crosets",
,,"Le Dahu","LE DAHU","Argentière -  Chamonix-Mont-Blanc",
,,"Château De Riell","CHATEAU DE RIELL",Molitg-les-Bains,
,,"ibis Ciboure Saint-Jean-de-Luz","IBIS CIBOURE SAINT-JEAN-DE-LUZ",Ciboure,
,,"Hotel Restaurant du Fronton","HOTEL RESTAURANT DU FRONTON",Itxassou,
,,"Novotel Resort  and  Spa Biarritz Anglet","NOVOTEL RESORT  AND  SPA BIARRITZ ANGLET",Anglet,
,,"Hôtel Txoko","HOTEL TXOKO",Saint-Jean-de-Luz,
,,"Hôtel Briketenia","HOTEL BRIKETENIA",Guéthary,
,,"La Maison Uhabia","LA MAISON UHABIA",Bidart,
,,"Le Mas de Riri","LE MAS DE RIRI",Celles,
441314,,"Chalet L'agnelin","CHALET L'AGNELIN",Albiez-Montrond,
,,"Les Roches Brunes","LES ROCHES BRUNES",Collioure,
760844,,"Résidence Les Terrasses Du Soleil D'or","RESIDENCE LES TERRASSES DU SOLEIL D'OR","Les Orres",
586304,,"Résidence Terrasse Du Vieux Port","RESIDENCE TERRASSE DU VIEUX PORT","Le Barcarès",
253294,,"Résidence Le Village","RESIDENCE LE VILLAGE",Notre-Dame-de-Bellecombe,
,,"Hôtel Ithurria - Les Collectionneurs","HOTEL ITHURRIA - LES COLLECTIONNEURS",Ainhoa,
,,"Hôtel Bonaparte","HOTEL BONAPARTE",Toulon,
,,"Hôtel du Béarn","HOTEL DU BEARN",Bagnères-de-Bigorre,
498494,,"Chalet Gaspard","CHALET GASPARD","Les 2 Alpes",
187458,,"Residence Gentianes","RESIDENCE GENTIANES","Méribel - Mottaret",
638974,,"Résidence Pendine 2","RESIDENCE PENDINE 2",Puy-Saint-Vincent,
,,"Logis Hotel Eden Lac","LOGIS HOTEL EDEN LAC",Savines,
389914,,"Résidence Grandes Aiguilles","RESIDENCE GRANDES AIGUILLES","Saint-Gervais Mont-Blanc",
,,"Hôtel Cosmopolitain","HOTEL COSMOPOLITAIN","Centre de Biarritz -  Biarritz",
,,"Auberge Au Lion d'Or","AUBERGE AU LION D'OR",Tannay,
,,"Yotel Geneva Lake","YOTEL GENEVA LAKE",Founex,
,,"Logis Hôtel Baratxartea","LOGIS HOTEL BARATXARTEA",Sare,
,2721,"Hôtel Alphée","HOTEL ALPHEE",Barèges,BAREGES
,,"Hôtel de la Plage - HDLP","HOTEL DE LA PLAGE - HDLP",Bormes-les-Mimosas,
,,"Hôtel Astria","HOTEL ASTRIA","Saint-Clair Beach -  Le Lavandou",
,,"Hotel Plein Large","HOTEL PLEIN LARGE",Bandol,
,,"IntercityHotel Geneva - NEW Opening","INTERCITYHOTEL GENEVA - NEW OPENING",Genève,
,,"Hôtel EDIROL","HOTEL EDIROL",Vouvry,
,,"Le Cro-Bidou","LE CRO-BIDOU",Bernex,
,,"Hotel Le Rivage","HOTEL LE RIVAGE",Saint-Gingolph,
,,"La Dent-du-Midi Hôtel  and  Restaurant","LA DENT-DU-MIDI HOTEL  AND  RESTAURANT",Saint-Maurice,
,,"Hotel Le Cedre","HOTEL LE CEDRE",Bex,
,,"Hotel Le Léman","HOTEL LE LEMAN",Saint-Gingolph,
,,"Auberge Communale de la Couronne","AUBERGE COMMUNALE DE LA COURONNE",Yvorne,
,,"Hotel Du Nord","HOTEL DU NORD",Aigle,
,,"Grand Hotel des Bains","GRAND HOTEL DES BAINS",Lavey-les-Bains,
,,"Hôtel de Ville d'Ollon","HOTEL DE VILLE D'OLLON",Ollon,
,,"Auberge du Moulin de Léré Restaurant 1étoile","AUBERGE DU MOULIN DE LERE RESTAURANT 1ETOILE",Vailly,
,,"Hôtel du Port","HOTEL DU PORT",Villeneuve,
,,"Hôtel Aux Mille Etoiles","HOTEL AUX MILLE ETOILES","Les Marécottes",
,,"Hotel Du Quai","HOTEL DU QUAI",Villeneuve,
,,"Les Cygnes","LES CYGNES",Évian-les-Bains,
,,"Hôtel de France Contact-Hôtel","HOTEL DE FRANCE CONTACT-HOTEL",Évian-les-Bains,
,,"Hôtel Ecureuil Villars","HOTEL ECUREUIL VILLARS",Villars-sur-Ollon,
,,"Hotel Le Bourgogne","HOTEL LE BOURGOGNE",Évian-les-Bains,
,,"Hilton Evian Les Bains","HILTON EVIAN LES BAINS",Évian-les-Bains,
,,"Hotel Du Clocher","HOTEL DU CLOCHER","Chamonix City Centre -  Chamonix-Mont-Blanc",
,,"Auberge de la Cauquiere","AUBERGE DE LA CAUQUIERE","Le Beausset",
,,"Hotel Le Golfe Bleu","HOTEL LE GOLFE BLEU",Cavalaire-sur-Mer,
,1949,"Hôtel Les Glaciers","HOTEL LES GLACIERS",Samoëns,"HAUTE MAURIENNE VANOISE"
,2096,"Hôtel Beau Soleil","HOTEL BEAU SOLEIL","Le Lavandou","SAINT GERVAIS MONT BLANC"
,10100,"Hôtel La Rotonde","HOTEL LA ROTONDE","La Croix-Valmer",CROIX-VALMER
,,"Camping MV Resort","CAMPING MV RESORT","14830 LANGRUNE SUR MER",
204679,6617,"Résidence Vacancéole Plein Sud","RESIDENCE VACANCEOLE PLEIN SUD","Les 2 Alpes","LES DEUX ALPES"
,,"Hôtel Les Calanques","HOTEL LES CALANQUES","Les Issambres",
499514,,"Résidence Canteneige","RESIDENCE CANTENEIGE",Vars,
,,"Hotel Télécabine","HOTEL TELECABINE","Les Crosets",
,,"Hôtel La Bastide","HOTEL LA BASTIDE",Hyères,
55917,,"Maison de Vacances Cavalaire","MAISON DE VACANCES CAVALAIRE",Cavalaire-sur-Mer,
,,"The Originals Boutique -  Hôtel Alizé -  Évian-les-Bains (Inter-Hotel)","THE ORIGINALS BOUTIQUE -  HOTEL ALIZE -  EVIAN-LES-BAINS (INTER-HOTEL)",Évian-les-Bains,
,,"Chalet RoyAlp Hôtel  and  Spa","CHALET ROYALP HOTEL  AND  SPA",Villars-sur-Ollon,
,,"Les Mazots du Clos","LES MAZOTS DU CLOS",Villars-sur-Ollon,
,,"Alpe Fleurie Hôtel  and  Restaurant","ALPE FLEURIE HOTEL  AND  RESTAURANT",Villars-sur-Ollon,
,,"Hôtel Playa","HOTEL PLAYA","Saint-Tropez City Centre -  Saint-Tropez",
,,"Le Synaya","LE SYNAYA",Sanary-sur-Mer,
811154,,"Chalet Cristal","CHALET CRISTAL","Crest Voland",
850714,,"Résidence CHALETS DE TUEDA","RESIDENCE CHALETS DE TUEDA","Méribel - Mottaret",
187182,,"Chalet Izia","CHALET IZIA","Val d'Isère",
107620,,"Camping Résidentiel La Pinède","CAMPING RESIDENTIEL LA PINEDE","Castelnau de Guers",
420494,,"Résidence Lumières de Neige 2 - maeva Home","RESIDENCE LUMIERES DE NEIGE 2 - MAEVA HOME",Valmeinier,
54352,,"Résidence Les Régates","RESIDENCE LES REGATES",Port-Camargue,
,,"Hôtel Atlantic","HOTEL ATLANTIC",Lourdes,
,,"L'Echo des Montagnes","L'ECHO DES MONTAGNES",Armoy,
207365,,"Résidence Les Pleiades","RESIDENCE LES PLEIADES",Flaine,
,,"Villa L'Arche","VILLA L'ARCHE",Bidart,
,,"Hotel Le Port Neuf","HOTEL LE PORT NEUF",Bayonne,
,,"Hôtel Auberge Provençale","HOTEL AUBERGE PROVENCALE",Saint-Raphaël,
192980,,"Chalet Club","CHALET CLUB",Valfréjus,
205877,,"Résidence Les Carrats","RESIDENCE LES CARRATS","Port Leucate",
,,"Hôtel La Grange Aux Marmottes","HOTEL LA GRANGE AUX MARMOTTES",Viscos,
,,"Hotel California","HOTEL CALIFORNIA",Béziers,
,,"Ibis Styles Chambery Centre Gare","IBIS STYLES CHAMBERY CENTRE GARE",Chambéry,
417764,,"Résidence RÉsidence Les Balcons De La Joue","RESIDENCE RESIDENCE LES BALCONS DE LA JOUE","La Joue du Loup",
31079,,"Résidence Le Clos Vanoise","RESIDENCE LE CLOS VANOISE",Bessans,
1076294,,"Résidence Les Pins","RESIDENCE LES PINS","Narbonne Plage",
,,"Hôtel Les Baigneuses de Biarritz","HOTEL LES BAIGNEUSES DE BIARRITZ","Centre de Biarritz -  Biarritz",
,,"Hôtel Spa L'Ermitage","HOTEL SPA L'ERMITAGE","Les Salles-sur-Verdon",
,,"Key Largo","KEY LARGO",Bandol,
187801,,"Résidence Trois Vallees","RESIDENCE TROIS VALLEES","Val Thorens",
963634,,"Chalet Bulle D'air","CHALET BULLE D'AIR",Saint-Gervais-les-Bains,
,,"Hotel Etchoinia","HOTEL ETCHOINIA",Lasse,
363114,,"Résidence Roche De Mio","RESIDENCE ROCHE DE MIO","Courchevel 1850",
,,"Hotel Sables D'or","HOTEL SABLES D'OR",Sète,
812524,,"Résidence Le Soli","RESIDENCE LE SOLI",Châtel,
166220,,"Résidence Odalys du Golfe","RESIDENCE ODALYS DU GOLFE","Cap d'Agde",
52063,,"Résidence La Roche Blanche","RESIDENCE LA ROCHE BLANCHE","Val Thorens",
613624,,"Résidence ""escale Port""","RESIDENCE ""ESCALE PORT""","Le Grau-du-Roi",
52526,,"Résidence Les Pècles","RESIDENCE LES PECLES",Chamonix,
235854,,"Résidence Les Aigues Marines","RESIDENCE LES AIGUES MARINES","Port Leucate",
754174,,"Résidence Orrianes Sources","RESIDENCE ORRIANES SOURCES","Les Orres",
,,"Les Sources de La Nive","LES SOURCES DE LA NIVE",Estérençuby,
77822,,"Résidence Les Exals","RESIDENCE LES EXALS",Saint-Pierre-la-Mer,
,6869,"Les Ilots de Gruissan","LES ILOTS DE GRUISSAN",Gruissan,"GRAND NARBONNE TOURISME"
522054,,"Résidence Serac","RESIDENCE SERAC",Puy-Saint-Vincent,
244134,,"Résidence RÉsidence Vignec Village","RESIDENCE RESIDENCE VIGNEC VILLAGE",Saint-Lary-Soulan,
787354,,"Résidence Lunik","RESIDENCE LUNIK","Le Corbier",
234524,,"Résidence Hawai 1","RESIDENCE HAWAI 1","Port Leucate",
361624,,"Résidence Roseland","RESIDENCE ROSELAND",Brides-les-Bains,
404854,,"Résidence L'o Rouge","RESIDENCE L'O ROUGE",Châtel,
159358,,"Chalet Odalys De Sophie","CHALET ODALYS DE SOPHIE","Les Ménuires",
58038,,"Chalet Odalys le Husky","CHALET ODALYS LE HUSKY","Les 2 Alpes",
196336,,"Résidence Bellevue A - maeva Home","RESIDENCE BELLEVUE A - MAEVA HOME","Orcières 1850",
787274,,"Résidence Violettes","RESIDENCE VIOLETTES","Les 2 Alpes",
319504,,"Résidence LES ALPAGES","RESIDENCE LES ALPAGES","La Plagne - Plagne Villages / Plagne Soleil",
66089,,"Résidence Le Critérium","RESIDENCE LE CRITERIUM","Val Cenis",
438814,,"LE CHALET - Piscine 19","LE CHALET - PISCINE 19",Gourette,
685854,,"Résidence Tennis 2","RESIDENCE TENNIS 2","Port Leucate",
164894,,"LAUZES G","LAUZES G",Valmorel,
1021044,,"Maison de Vacances Le Barcarès","MAISON DE VACANCES LE BARCARES","Port Barcarès",
,1919,"Camping Chantecler","CAMPING CHANTECLER",André,"VALLEE DE LUCHON"
160728,,ISERAN,ISERAN,"Arc 1800",
,,"Camping Golfo Di Sogno","CAMPING GOLFO DI SOGNO","20137 PORTO",
221754,,"Résidence Le Borsat","RESIDENCE LE BORSAT","Tignes - Val Claret",
205696,3091,"Résidence Les Melezes","RESIDENCE LES MELEZES","Pra Loup",
525174,,"Chalet Du Planay","CHALET DU PLANAY","Arêches Beaufort",
55699,,"Résidence Le Village - Labellemontagne","RESIDENCE LE VILLAGE - LABELLEMONTAGNE",Notre-Dame-de-Bellecombe,
416424,,"Résidence Tournavelles 1","RESIDENCE TOURNAVELLES 1","Arc 1800",
1078424,,"Résidence Arc En Ciel","RESIDENCE ARC EN CIEL","La Grande-Motte",
595654,,"Résidence Caravelles","RESIDENCE CARAVELLES","Saint Cyprien - Pyrénées Orientales",
147958,,"Appartement 3 pièces 4 pers proche commerces","APPARTEMENT 3 PIECES 4 PERS PROCHE COMMERCES",Sainte-Maxime,
193319,,"Résidence Le Dahu","RESIDENCE LE DAHU",Champagny-en-Vanoise,
252754,,"Résidence Le Champs Sous Jerome","RESIDENCE LE CHAMPS SOUS JEROME",Notre-Dame-de-Bellecombe,
191965,,"Résidence Bel Aval","RESIDENCE BEL AVAL","Arc 2000",
236804,,"Résidence Maisons Des Sables 4","RESIDENCE MAISONS DES SABLES 4","Port Leucate",
193406,,"Chalet Crystal Ridge","CHALET CRYSTAL RIDGE","Tignes - Les Brévières",
734784,,"Résidence Le De 3","RESIDENCE LE DE 3","La Plagne - Les Coches",
96497,,"Maison de Vacances Les Issambres","MAISON DE VACANCES LES ISSAMBRES","Les Issambres",
563924,,"Résidence Cherferie","RESIDENCE CHERFERIE","Les Ménuires",
595344,,"Résidence Le Tropique","RESIDENCE LE TROPIQUE","Saint Cyprien - Pyrénées Orientales",
206381,,"Résidence Champame","RESIDENCE CHAMPAME","Les 2 Alpes",
361444,,"Chalet Simond","CHALET SIMOND",Brides-les-Bains,
30724,,"Résidence Les Chalets du Berger","RESIDENCE LES CHALETS DU BERGER","La Féclaz",
1010764,,"Résidence Home Club","RESIDENCE HOME CLUB","Tignes - Le Lac / Le Lavachet",
724954,,"Résidence Los Amigos 2","RESIDENCE LOS AMIGOS 2","Le Grau-du-Roi",
730704,,"Résidence Aurette:port Bielh","RESIDENCE AURETTE:PORT BIELH",Saint-Lary-Soulan,
1010834,,"Résidence Sefcotel","RESIDENCE SEFCOTEL","Tignes - Val Claret",
196777,,"Location de vacances au coeur de la station de Serre Chevalier 1400","LOCATION DE VACANCES AU COEUR DE LA STATION DE SERRE CHEVALIER 1400","Serre Chevalier 1400 - Villeneuve",
91352,,"Résidence Odalys Terra Gaia","RESIDENCE ODALYS TERRA GAIA",Sète,
618824,,"Résidence Villa Louise","RESIDENCE VILLA LOUISE",Brides-les-Bains,
695764,,"Résidence Les Seolanes","RESIDENCE LES SEOLANES","Le Sauze",
66530,,"Résidence Odalys l'Orée des Pistes","RESIDENCE ODALYS L'OREE DES PISTES",SuperDévoluy,
199087,,"Camping Les Cigales","CAMPING LES CIGALES",Rocamadour,
429314,,"Résidence Albion","RESIDENCE ALBION","Aix Les Bains",
1036134,,"Résidence Canvolan","RESIDENCE CANVOLAN","Tignes - Le Lac / Le Lavachet",
193100,,"Résidence Belvedere Busseroles","RESIDENCE BELVEDERE BUSSEROLES",Valfréjus,
187688,,"Residence Mont Vallon","RESIDENCE MONT VALLON","Méribel - Mottaret",
237164,,"Résidence Le Cap De Front","RESIDENCE LE CAP DE FRONT","Port Leucate",
702584,,"Résidence Terrasses Du Llaret","RESIDENCE TERRASSES DU LLARET","Les Angles - Pyrénées Orientales",
631154,,"Chalet Lamartine","CHALET LAMARTINE",Valloire,
851974,,"Hôtel Aiguille Percée","HOTEL AIGUILLE PERCEE","Tignes - Le Lac / Le Lavachet",
97073,,"Résidence Le Grand Pavois","RESIDENCE LE GRAND PAVOIS",Port-Camargue,
204615,,"Résidence L'ACONCAGUA","RESIDENCE L'ACONCAGUA","La Plagne - Plagne Centre",
739664,,"Résidence Gelinotte","RESIDENCE GELINOTTE",Morillon,
589974,,"Résidence Le Maxime","RESIDENCE LE MAXIME",Sainte-Maxime,
952464,,"Résidence Chavaniou","RESIDENCE CHAVANIOU","Les Gets",
823444,,"Résidence Terrasse Du Sacaron","RESIDENCE TERRASSE DU SACARON","Luchon - Superbagnères",
187461,,"Résidence Diamant","RESIDENCE DIAMANT","Val Thorens",
803114,,"Résidence Gardette","RESIDENCE GARDETTE",Réallon,
774154,,"Résidence Plein Soleil Iii","RESIDENCE PLEIN SOLEIL III","La Grande-Motte",
83164,,"Maison de Vacances Sainte Marie Plage","MAISON DE VACANCES SAINTE MARIE PLAGE","Sainte-Marie-la-Mer - Sainte-Marie Plage",
814164,,"Résidence La Maison De La Plac-lannion","RESIDENCE LA MAISON DE LA PLAC-LANNION",Lannion,
42501,,"Chalet Saint Gervais","CHALET SAINT GERVAIS","Saint-Gervais Mont-Blanc",
524834,,"Chalet F - L'argentine","CHALET F - L'ARGENTINE","Arêches Beaufort",
662384,,"Résidence Athamante","RESIDENCE ATHAMANTE",Valmorel,
368274,,"Résidence Les Cîmes","RESIDENCE LES CIMES",Morzine,
400304,,"Chalet Meleze","CHALET MELEZE","Venosc - Les 2 Alpes",
239844,,"Résidence Appartement La Poya","RESIDENCE APPARTEMENT LA POYA",Valloire,
585794,,"Résidence 6bart4-le Barcares","RESIDENCE 6BART4-LE BARCARES","Le Barcarès",
144101,,"Camping l'Oasis et California","CAMPING L'OASIS ET CALIFORNIA","Port Barcarès",
235514,,"Résidence Les Terrasses Du Port","RESIDENCE LES TERRASSES DU PORT","Port Leucate",
192669,,"Résidence Les Coryles","RESIDENCE LES CORYLES","Les Ménuires",
192011,,"Résidence Eperviere","RESIDENCE EPERVIERE","Méribel - Centre",
739654,,"Résidence Refuge De L'alpage Bat F","RESIDENCE REFUGE DE L'ALPAGE BAT F",Morillon,
887814,,"Résidence LUMI BATIMENT B","RESIDENCE LUMI BATIMENT B",Valmorel,
498714,,"Résidence Myosotis","RESIDENCE MYOSOTIS","Les 2 Alpes",
1060594,,"Résidence Floralies 1","RESIDENCE FLORALIES 1","Le Grau-du-Roi",
1081194,,"VALERIANE G","VALERIANE G",Valmorel,
,9180,"Camping Bellevue","CAMPING BELLEVUE",BARZAN,SERRE-PONCON
,,"Camping Saint-jean","CAMPING SAINT-JEAN","04360 MOUSTIERS SAINTE MARIE",
734474,,"Résidence Vercors","RESIDENCE VERCORS","La Plagne - Plagne Centre",
718894,,"Résidence Le Bastion I","RESIDENCE LE BASTION I","La Plagne - Montchavin",
562604,,"Résidence Les Hautes Cimes","RESIDENCE LES HAUTES CIMES",Châtel,
794914,,"Résidence Portillo","RESIDENCE PORTILLO","Pra Loup",
586074,,"Résidence Marende Des Palombes","RESIDENCE MARENDE DES PALOMBES","Le Barcarès",
523254,,"Résidence Le Gollet","RESIDENCE LE GOLLET","La Rosière Montvalezan",
597454,,"Résidence Mika","RESIDENCE MIKA","Marseillan Plage",
970514,,"Résidence Les Sapins","RESIDENCE LES SAPINS","Chamonix - Les Houches",
595374,,"Résidence Les Reales","RESIDENCE LES REALES","Saint Cyprien - Pyrénées Orientales",
476524,,"Résidence Les Perthuis","RESIDENCE LES PERTHUIS",Châtel,
187513,,"Résidence Beau Soleil","RESIDENCE BEAU SOLEIL","Val Thorens",
846844,,"Résidence Port Marine","RESIDENCE PORT MARINE",Sainte-Maxime,
496,,"Résidence Goélia Le Village Gaulois","RESIDENCE GOELIA LE VILLAGE GAULOIS",Saint-François-Longchamp,
205404,,"Chalet Pre Saint-jacques","CHALET PRE SAINT-JACQUES","Tignes - Val Claret",
208542,,"Chalet Elliot Ouest","CHALET ELLIOT OUEST","La Tania",
783664,,"Résidence Club MMV Le Silvana","RESIDENCE CLUB MMV LE SILVANA",Risoul,
159372,,"Chalet Odalys Le Marmotton","CHALET ODALYS LE MARMOTTON","Les 2 Alpes",
1066754,,"Résidence 4toau11-collioure","RESIDENCE 4TOAU11-COLLIOURE",Collioure,
478604,,"Appartement 2 pièces 6 personnes - maeva Home","APPARTEMENT 2 PIECES 6 PERSONNES - MAEVA HOME",Avoriaz,
631024,,"Résidence Cristallin","RESIDENCE CRISTALLIN",Valmorel,
190769,,"Résidence Le Curling A","RESIDENCE LE CURLING A","Tignes - Val Claret",
507774,,"Résidence Cimes","RESIDENCE CIMES","Tignes - Le Lac / Le Lavachet",
441064,,"Résidence Adonis Les Hameaux de la Perrière","RESIDENCE ADONIS LES HAMEAUX DE LA PERRIERE",Saint-Colomban-des-Villards,
